Feature ID	Taxon	Confidence
f9d89d1c83bc97d25483d50ae9f74359	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	0.999998554563483
997ab9f6ca6adc7e46f6783872d94791	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__	0.9970589589472953
e00d0834b59907820ad636d90bf9624a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9831462658975566
2b3af4b12c18830283a73e82eb9ad32d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9997388511765813
f75f45b6310d1ec91377b3b959bb3189	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9288784335150819
1e0dd325d2b9791f12bbc2537dcf05f8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__	1.0
20f2f5d1609b922a279b6c1a3d0adba1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.8994770406439061
1798c736ba3065001e5d6e08e3422c33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0.9999999490557072
2910ebb55db1eb16b6cec1aa06cf1a8e	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__D168	0.999999999811692
889b1f9eb34bf19aeb4a6596d5050c3b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum	0.9999848452596288
613256f3e8af62b8b732cdc10c01eb4b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__catus	0.9998975682598803
f9b0a62c5679febfa0be53a196cc0297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9069637053073307
817a9fbfd2042e7e0e749230a5a64634	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0.7102357404845034
d44de30574b880b39a3333a2994da978	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.7492476767208877
9c0578f5482fd8fe3ba8289caac4269c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9654843796112581
851a2ebde653873606f0973eea62a242	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.890710761224408
baf6f949b5c49d44b73f988f9dbfab91	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9565408300922611
47841e04cc75538ebce6b8346fb8e1ab	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9742463966739656
65988938c662b60d61c053ab6a054b30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__	0.9999912548030616
